restaurant_name,address,city,postal_code,country,price_range,cuisine_type,description,facilities_services,credit_cards,phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,url
Locanda del Molino – Cortona - a MICHELIN Guide Restaurant,località Montanare 10,Cortona,52044,ITA,€€,"Tuscan, Traditional Cuisine","This rustic yet charming restaurant occupies an old family mill. It has attractive guestrooms that reflect the elegant simplicity of the Tuscan countryside. In the kitchen, the female chef creates...","Air conditioning, Car park, Terrace","amex, mastercard, visa",+39 0575 614016,43.2547630,12.0662076,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/toscana/cortona/restaurant/locanda-del-molino
Maré – Cesenatico - a MICHELIN Guide Restaurant,via Molo di Levante 74,Cesenatico,47042,ITA,€€€,"Seafood, Modern Cuisine","An unexpected gourmet restaurant in a typical private beach club on the Romagna coast, with a dining room that opens on to the beach with its long line of beach umbrellas. The dishes here are ...","Interesting wine list, Terrace, Wheelchair access","amex, mastercard, visa",+39 331 147 6563,44.2067786,12.4029481,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,https://guide.michelin.com/en/emilia-romagna/cesenatico/restaurant/mare
Il Sereno Al Lago – Torno - a MICHELIN Guide Restaurant,via Torrazza 10,Torno,22020,ITA,€€€€,Creative,"Coming off the street that dissects the village, you head down almost as far as the lakeshore to this restaurant situated in the luxury Il Sereno hotel, an elegant and brand-new property designed ...","Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 031 547 7800,45.8589005,9.1175648,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/lombardia/torno/restaurant/il-sereno-al-lago
Indiniò – Raveo - a MICHELIN Guide Restaurant,via Norsinia 21/b,Raveo,33029,ITA,€€,"Italian Contemporary, Regional Cuisine","This restaurant (the name Indiniò means “nowhere” in old Carnian dialect) is run by an enthusiastic female owner-chef who left her former job to realise her dream: namely, to create personalised ...","Air conditioning, Restaurant offering vegetarian menus, Wheelchair access","amex, unionpay, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 329 462 6486,46.4343104,12.8697139,closed,closed,19:30-00:00,19:30-00:00,19:30-00:00,"12:30-16:00, 19:30-00:00",12:30-16:00,https://guide.michelin.com/en/friuli-venezia-giulia/raveo/restaurant/indinio
Casa Mazzucchelli – Sasso Marconi - a MICHELIN Guide Restaurant,via Porrettana 291,Sasso Marconi,40037,ITA,€€€,Creative,"At certain times of day, the tempting aroma of freshly baked bread greets you as soon as you step into this restaurant, leaving you in no doubt as to the nature of the restaurant’s newest venture....","Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access","amex, mastercard, visa",+39 051 846216,44.4125719,11.2578948,closed,closed,"12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00",https://guide.michelin.com/en/emilia-romagna/sasso-marconi/restaurant/casa-mazzucchelli
Ristorante del Lago – Bagno di Romagna - a MICHELIN Guide Restaurant,via Acquapartita 147,Bagno di Romagna,47021,ITA,€€€,"Cuisine from Romagna, Modern Cuisine","Once off the main road, follow a series of twists and turns uphill to reach the village of Acquapartita, at an altitude of almost 800m, where you’ll find one of the best restaurants in the region....","Car park, Interesting wine list, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0543 903406,43.8657700,12.0271970,closed,closed,"12:30-13:30, 19:30-21:00","12:30-13:30, 19:30-21:00","12:30-13:30, 19:30-21:00","12:30-14:00, 19:30-21:30","12:30-13:30, 19:30-21:00",https://guide.michelin.com/en/emilia-romagna/bagno-di-romagna/restaurant/del-lago
L'Olivo – Anacapri - a MICHELIN Guide Restaurant,via Capodimonte 14,Anacapri,80071,ITA,€€€€,"Italian Contemporary, Creative","This two-Michelin-starred restaurant is situated far from the crowded alleyways of Capri, in the greener and more residential Anacapri, where its backdrop is the semi-hidden Capri Palace, one of ...","Air conditioning, Terrace","amex, dinersclub, mastercard, visa",+39 081 978 0111,40.5559154,14.2220085,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,https://guide.michelin.com/en/campania/anacapri/restaurant/l-olivo
Caffè La Crepa – Isola Dovarese - a MICHELIN Guide Restaurant,piazza Matteotti 14,Isola Dovarese,26031,ITA,€€,Lombardian,"Overlooking a picturesque Renaissance square, the café here dates back to the early 19C and the trattoria shortly after. Today, the decor is a nostalgic mix of styles from the mid-19C to the mid-...","Interesting wine list, Terrace","amex, dinersclub, mastercard, visa",+39 0375 396161,45.1760808,10.3123463,closed,"10:30-14:30, 19:00-23:00","10:30-14:30, 19:00-23:00","10:30-14:30, 19:00-23:00","10:30-14:30, 19:00-23:00","10:30-14:30, 19:00-23:00",10:30-16:30,https://guide.michelin.com/en/lombardia/isola-dovarese/restaurant/caffe-la-crepa
La Canonica – Verona - a MICHELIN Guide Restaurant,vicolo San Matteo 3,Verona,37121,ITA,€€€,"Creative, Contemporary","A small, minimalist restaurant in the town centre, where both the ambience and the cuisine are contemporary in style with a hint of Sardinian influence (the chef is originally from the island). ...","Air conditioning, Terrace, Wheelchair access","amex, mastercard, visa",+39 045 473 2625,45.4418856,10.9938588,18:30-22:30,closed,18:30-22:30,18:30-22:30,18:30-22:30,"12:00-14:30, 18:30-22:30","12:00-14:30, 18:30-22:30",https://guide.michelin.com/en/veneto/verona/restaurant/la-canonica-1186584
Quattro Sensi – Brufa - a MICHELIN Guide Restaurant,via del Colle 38,Brufa,06089,ITA,€€€,"Umbrian, Contemporary","After working in top-level restaurants both in Italy and abroad, the young chef at this restaurant in the Borgobrufa hotel offers a host of interesting dishes featuring excellent Umbrian ...","Air conditioning, Car park, Terrace, Wheelchair access","amex, mastercard, visa",+39 075 9883,43.0552896,12.4664105,"12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30","12:30-17:00, 20:00-00:30",https://guide.michelin.com/en/umbria/brufa/restaurant/quattro-sensi
Radici Gourmet – Padua - a MICHELIN Guide Restaurant,via Andrea Costa 18/a,Padua,35124,ITA,€€€,Contemporary,"Housed in a charming small villa dating from the early 20C, this multifunctional space combines an informal bar-cum-bistro with a gourmet restaurant where the chef delights guests with his ...","Air conditioning, Wheelchair access","amex, dinersclub, mastercard, visa",+39 049 232 0525,45.3902255,11.8707014,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,closed,https://guide.michelin.com/en/veneto/padova/restaurant/radici-restaurant
Calvi Ristorante – Altamura - a MICHELIN Guide Restaurant,via Bari 134,Altamura,70022,ITA,€,Contemporary,"This welcoming, contemporary-style restaurant with a large open-view kitchen serves two different types of cuisine – one regional and Mediterranean in style, the other more creative allowing the ...",Air conditioning,"amex, mastercard, visa",+39 080 314 2942,40.8361700,16.5619800,closed,"13:00-15:00, 20:15-23:00","13:00-15:00, 20:15-23:00","13:00-15:00, 20:15-23:00","13:00-15:00, 20:15-23:00","13:00-15:00, 20:15-23:00",13:00-15:00,https://guide.michelin.com/en/puglia/altamura/restaurant/calvi-ristorante
Hostaria dai Musi – Alba - a MICHELIN Guide Restaurant,Piazza Michele Ferrero 4/d,Alba,12051,ITA,€€,"Piedmontese, Seafood","Offering a limited à la carte that includes fish dishes (including raw options) which vary according to market availability, this restaurant serves what it describes as “typically modern cuisine”....","Air conditioning, Interesting wine list, Terrace, Wheelchair access","amex, dinersclub, maestrocard, mastercard, visa",+39 0173 061929,44.6966730,8.0338445,19:15-00:00,19:15-00:00,"12:00-14:00, 19:15-00:00","12:00-14:00, 19:15-00:00","12:00-14:00, 19:15-00:00","12:00-14:00, 19:15-00:00","12:00-14:00, 19:15-00:00",https://guide.michelin.com/en/piemonte/alba/restaurant/hostaria-dai-musi
Opificio – Noventa Padovana - a MICHELIN Guide Restaurant,via Roma 131,Noventa Padovana,35027,ITA,€€€,"Contemporary, Meats and Grills","A modern restaurant in the province of Padova which, over the past ten years, has grown and evolved from a gastro pub to the top-quality eatery that it is today. The cuisine is fairly eclectic, ...","Air conditioning, Wheelchair access","amex, dinersclub, mastercard, visa",+39 049 261 4655,45.4124222,11.9498026,"12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00","12:30-14:30, 19:30-23:00",19:30-23:00,closed,https://guide.michelin.com/en/veneto/noventa-padovana_1818158/restaurant/opificio
Principe Cerami – Taormina - a MICHELIN Guide Restaurant,piazza San Domenico 5,Taormina,98039,ITA,€€€€,Modern Cuisine,"The menu at this restaurant aims to return to the basic principles that lie behind chef Massimo Mantarro’s cuisine, namely the use of local and seasonal niche ingredients. Sicily boasts a bounty ...","Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Valet parking, Wheelchair access","amex, mastercard, visa",+39 0942 613310,37.8502374,15.2833763,19:00-22:00,19:00-22:00,closed,19:00-22:00,19:00-22:00,19:00-22:00,closed,https://guide.michelin.com/en/sicilia/taormina/restaurant/principe-cerami
Osteria del Posto – Corciano - a MICHELIN Guide Restaurant,"via Calderini 15, loc. Chiugiana",Corciano,06073,ITA,€€,"Umbrian, Contemporary","It's well worth the climb up to this restaurant, where you can be sure of a friendly welcome and professional service. With advice on hand from courteous female staff, choose from a selection of ...",Terrace,"amex, mastercard, visa",+39 075 517 3778,43.1061939,12.3095201,19:30-22:00,closed,closed,19:30-22:00,19:30-22:00,19:30-22:00,12:30-14:30,https://guide.michelin.com/en/umbria/corciano_1835233/restaurant/osteria-del-posto
Enoclub – Alba - a MICHELIN Guide Restaurant,piazza Michele Ferrero 4,Alba,12051,ITA,€€,"Piedmontese, Italian Contemporary","Under the arcades of a piazza named after Michele Ferrero, this restaurant has a simple, modern ambience with walls covered with wine bottles, as well as friendly, efficient female staff. The ...","Air conditioning, Interesting wine list, Wheelchair access","amex, mastercard, visa",+39 0173 33994,44.6969031,8.0339102,closed,19:15-21:00,"12:15-14:00, 19:15-21:00","12:15-14:00, 19:15-21:00","12:15-14:00, 19:15-21:30","12:15-14:00, 19:15-21:30","12:15-14:00, 19:15-21:00",https://guide.michelin.com/en/piemonte/alba/restaurant/enoclub
Locanda del Marinaio – Cefalu - a MICHELIN Guide Restaurant,via Porpora 5,Cefalu,90015,ITA,€€,"Mediterranean Cuisine, Seafood",Delicious cuisine full of the flavours of the Mediterranean (prepared by the German owner - chef! ) in a delightful little restaurant in the bustling centre of Cefalù. Simple surroundings but ...,"Air conditioning, Terrace","amex, dinersclub, discover, jcb, maestrocard, mastercard, visa",+39 0921 423295,38.0409839,14.0225187,"12:30-14:30, 19:00-23:00",closed,"12:30-14:30, 19:00-23:00","12:30-14:30, 19:00-23:00","12:30-14:30, 19:00-23:00","12:30-14:30, 19:00-23:00","12:30-14:30, 19:00-23:00",https://guide.michelin.com/en/sicilia/cefal/restaurant/locanda-del-marinaio
La Veranda – Cernobbio - a MICHELIN Guide Restaurant,via Regina 40,Cernobbio,22012,ITA,€€€€,Italian Contemporary,"As its name suggests, the dining room at this restaurant is a splendid and elegant veranda, which transfers out onto the terrace overlooking the lake in fine weather. A perfect setting for the ...","Air conditioning, Car park, Garden or park, Great view, Terrace","amex, maestrocard, mastercard, visa",+39 031 348400,45.8430910,9.0778706,"12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30","12:30-14:30, 19:30-21:30",https://guide.michelin.com/en/lombardia/cernobbio/restaurant/la-veranda161442
Trattoria del Bivio – Cerretto Langhe - a MICHELIN Guide Restaurant,localtà Cavallotti 9,Cerretto Langhe,12050,ITA,€€€,"Piedmontese, Traditional Cuisine","Situated in the Alta Langa region, this old restored farmhouse is now home to an elegant restaurant with a contemporary rural feel. The cuisine has strong regional roots, although the menu also ...","Car park, Interesting wine list, Terrace","amex, maestrocard, mastercard, visa",+39 0173 520383,44.5880877,8.0747632,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/piemonte/cerretto-langhe/restaurant/trattoria-del-bivio
La Casa degli Spiriti – Costermano - a MICHELIN Guide Restaurant,via Monte Baldo 28,Costermano,37010,ITA,€€€€,"Modern Cuisine, Italian Contemporary","This restaurant celebrates its 25th birthday in 2021, with owner Federico Chignola returning to the kitchen, ably assisted by his son Filippo. The cuisine has changed too and now focuses on local ...","Car park, Garden or park, Great view, Interesting wine list, Wheelchair access","amex, mastercard, visa",+39 045 620 0766,45.6144758,10.7229645,"12:00-14:00, 19:00-21:30",closed,"12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30","12:00-14:00, 19:00-21:30",https://guide.michelin.com/en/veneto/costermano/restaurant/la-casa-degli-spiriti
Nove – Alassio - a MICHELIN Guide Restaurant,via Privata Montagù 9/1,Alassio,17021,ITA,€€€€,"Ligurian, Creative","It’s difficult to imagine a more exclusive setting for a restaurant than the Villa della Pergola, a splendid historic residence surrounded by a delightful botanic garden (which can be visited for ...","Air conditioning, Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace","amex, dinersclub, mastercard, visa",+39 0182 646140,44.0118042,8.1720871,19:00-21:30,closed,19:00-21:30,19:00-21:30,"12:30-14:00, 19:00-21:30","12:30-14:00, 19:00-21:30","12:30-14:00, 19:00-21:30",https://guide.michelin.com/en/liguria/alassio/restaurant/nove
I Salotti – Chiusi - a MICHELIN Guide Restaurant,"Località Querce al Pino, SS 146",Chiusi,53043,ITA,€€€€,Creative,"In summer, the outdoor spaces at this restaurant, such as the garden gazebo, are the perfect setting for a candlelit dinner in total harmony with nature, while in winter, the elegant dining room ...","Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access","amex, unionpay, dinersclub, discover, maestrocard, mastercard, visa",+39 0578 274407,43.0188100,11.9039700,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/toscana/chiusi/restaurant/i-salotti
Il Doretto – Cecina - a MICHELIN Guide Restaurant,via Pisana Livornese 32,Cecina,57023,ITA,€€,"Classic Cuisine, Seafood",Restaurant within a refined farmstead. The ancient structure has maintained the rustic style in spite of several hints of elegance in the furnishings. On the menu: interesting offer of meat and ...,"Air conditioning, Car park, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 0586 668363,43.3358312,10.5058965,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/toscana/cecina/restaurant/il-doretto
Osteria Bartolini – Cesenatico - a MICHELIN Guide Restaurant,corso Garibaldi 41,Cesenatico,47042,ITA,€€,Seafood,"Eat out along the charming canal port at this restaurant, or indoors in the simple yet attractive dining room with the typical ambience of a seaside trattoria. Dishes are listed on paper placemats...","Air conditioning, Terrace, Wheelchair access","maestrocard, mastercard, visa",+39 0547 82474,44.2003140,12.3968230,"12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30",https://guide.michelin.com/en/emilia-romagna/cesenatico/restaurant/osteria-del-gran-fritto
Kürbishof – Anterivo - a MICHELIN Guide Restaurant,via Guggal 23,Anterivo,39040,ITA,€€,"Regional Cuisine, Modern Cuisine","This romantic inn with guestrooms occupies an old farm with a hay barn. In two typical Stube-style rooms, one of which offers views of the Cembra valley, enjoy cuisine prepared by a mother-and-son...",Car park,"amex, mastercard, visa",+39 0471 882140,46.2746922,11.3729410,"12:30-14:00, 19:30-21:00",closed,closed,"12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00","12:30-14:00, 19:30-21:00",https://guide.michelin.com/en/trentino-alto-adige/anterivo/restaurant/kurbishof
Dentella – Bracca - a MICHELIN Guide Restaurant,via Dentella 25,Bracca,24010,ITA,€,Country cooking,"Situated in a picturesque village in the Val Serina, this family-run restaurant has a welcoming ambience. The menu features a small selection of mostly local dishes, including specialities such as...",Terrace,"amex, mastercard, visa",+39 0345 97105,45.8233063,9.7074027,closed,"09:00-14:00, 19:30-21:30","09:00-14:00, 19:30-21:30","09:00-14:00, 19:00-21:30","09:00-14:00, 19:30-22:00","09:00-14:00, 19:00-22:00","09:00-14:30, 19:00-21:30",https://guide.michelin.com/en/lombardia/bracca/restaurant/dentella
Faraglioni Restaurant – Aci Castello - a MICHELIN Guide Restaurant,"lungomare dei Ciclopi 115, loc. Aci Trezza",Aci Castello,95021,ITA,€€,Seafood,"Situated next to the hotel of the same name (a reference to the Faraglioni islands just off the coast here) but with its own entrance, this restaurant overlooks the beautiful Riviera dei Ciclopi. ...","Air conditioning, Restaurant offering vegetarian menus, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 095 419 2065,37.5600700,15.1597116,19:30-23:00,closed,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,"12:30-15:00, 19:30-23:00",https://guide.michelin.com/en/sicilia/aci-castello_1853985/restaurant/faraglioni-restaurant
Gabbiano 1983 – Corte de' Cortesi - a MICHELIN Guide Restaurant,piazza Vittorio Veneto 10,Corte de' Cortesi,26020,ITA,€€,"Lombardian, Traditional Cuisine","Overlooking the main square of this small village in the Lower Po valley, this restaurant prides itself on its love for local, traditional specialities such as cured meats, stuffed marubini pasta,...","Air conditioning, Interesting wine list, Terrace","amex, mastercard, visa",+39 347 874 5100,45.2724821,10.0072355,"12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00",closed,"12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00","12:00-14:00, 19:00-22:00",https://guide.michelin.com/en/lombardia/corte-de-cortesi/restaurant/il-gabbiano
All'Osteria Bottega – Bologna - a MICHELIN Guide Restaurant,via Santa Caterina 51b/55,Bologna,40123,ITA,€€,"Emilian, Traditional Cuisine","Enjoy top-quality Emilian cuisine at this restaurant, which focuses on the region’s most traditional, best-known and authentic recipes. Featuring a superb selection of hams and salamis, fresh ...","Air conditioning, Terrace","amex, dinersclub, mastercard, visa",+39 051 585111,44.4911535,11.3326794,closed,"12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30","12:30-14:30, 20:00-22:30",closed,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/all-osteria-bottega
Trattoria contemporanea – Lomazzo - a MICHELIN Guide Restaurant,via del Ronco 10,Lomazzo,22074,ITA,€€€,"Italian Contemporary, Creative","A young crew led by the talented chef Davide Marzullo surprises with their technique and cuisine of modern conception, where the dishes are ambassadors of both national and international flavors ...","Air conditioning, Terrace, Wheelchair access","amex, dinersclub, mastercard, visa",+39 02 8089 6040,45.6967845,9.0342910,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00",12:30-14:00,"12:30-14:00, 19:30-22:00","12:30-14:00, 19:30-22:00",19:30-22:00,closed,https://guide.michelin.com/en/lombardia/lomazzo/restaurant/trattoria-contemporanea
Tano Passami l'Olio – Milan - a MICHELIN Guide Restaurant,via Francesco Petrarca 4,Milan,20123,ITA,€€€€,"Creative, Modern Cuisine","Tano Simonato, chef-patron of this stylish modern restaurant located in a fine residential district, offers his creative cuisine that reinterprets Italian flavors in a modern key: food for him is ...","Air conditioning, Wheelchair access","amex, dinersclub, maestrocard, mastercard, visa",+39 02 839 4139,45.4715781,9.1696159,20:00-23:30,20:00-23:30,20:00-23:30,20:00-23:30,20:00-23:30,20:00-23:30,closed,https://guide.michelin.com/en/lombardia/milano/restaurant/tano-passami-l-olio-1184698
sui generis. – Saronno - a MICHELIN Guide Restaurant,via Roma 35,Saronno,21047,ITA,€€€€,Creative,"A modern dining-room with an open-view kitchen where young Alfio Nicolosi can be observed at work, ably assisted by friendly and attentive staff front of house. When you book, you’ll be asked if ...","Air conditioning, Wheelchair access","amex, dinersclub, mastercard, visa",+39 375 668 1925,45.6249766,9.0412055,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/lombardia/saronno_1809624/restaurant/sui-generis
Il Fuoco Sacro – San Pantaleo - a MICHELIN Guide Restaurant,strada di Buddeo,San Pantaleo,07026,ITA,€€€€,"Italian, Mediterranean Cuisine","Situated in the magical, rural and secluded setting of the Petra Segreta resort, surrounded by Mediterranean maquis scrubland, the gourmet Il Fuoco Sacro restaurant overlooks a delightful garden ...","Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Restaurant offering vegetarian menus, Terrace","amex, dinersclub, mastercard, visa",+39 0789 187 6441,41.0529512,9.4460803,closed,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,"13:00-14:30, 19:30-23:00",https://guide.michelin.com/en/sardegna/san-pantaleo/restaurant/il-fuoco-sacro
Ensama Pesce – Sala Bolognese - a MICHELIN Guide Restaurant,via Aristide Dondarini 4,Sala Bolognese,40010,ITA,€€€€,"Seafood, Mediterranean Cuisine","A menu which focuses only on fish (from the daily market) which is prepared with a hint of Puglia, the chef’s native region. As soon as guests are seated at their table, they are brought a ...",Air conditioning,"dinersclub, mastercard, visa",+39 051 828634,44.6105112,11.2558128,13:00-23:45,13:00-23:45,13:00-23:45,13:00-23:45,13:00-23:45,13:00-23:45,13:00-23:45,https://guide.michelin.com/en/emilia-romagna/sala-bolognese/restaurant/ensama-pesce
Mamma Rosa – San Polo d'Enza - a MICHELIN Guide Restaurant,via XXIV Maggio 1,San Polo d'Enza,42020,ITA,€€€,Seafood,"Although from the outside this restaurant looks to be no more than a group of houses on the outskirts of the village, all the effort here focuses on creating fish and seafood dishes made from the ...","Air conditioning, Car park, Terrace","dinersclub, mastercard, visa",+39 0522 874760,44.6278667,10.4174269,closed,closed,"12:30-14:30, 19:30-22:30","12:00-14:30, 19:30-22:00","12:30-14:30, 19:30-22:00","12:30-14:30, 19:30-22:30","12:00-14:00, 19:00-22:00",https://guide.michelin.com/en/emilia-romagna/san-polo-d-enza/restaurant/mamma-rosa
Osteria del Benedet – Delebio - a MICHELIN Guide Restaurant,via Roma 2,Delebio,23014,ITA,€€,Modern Cuisine,"Once an old inn, this family-run restaurant now occupies two floors with the wine bar on the ground floor and the dining rooms above. Inspired by traditional cuisine the dishes here are ...","Air conditioning, Interesting wine list","amex, dinersclub, mastercard, visa",+39 0342 696096,46.1375374,9.4631800,"12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30","12:00-14:30, 19:00-22:30",closed,https://guide.michelin.com/en/lombardia/delebio/restaurant/osteria-del-benedet
Cavallini – San Severino Marche - a MICHELIN Guide Restaurant,viale Bigioli 47,San Severino Marche,62027,ITA,€€,"Seafood, Cuisine from the Marches","A restaurant with light and relaxing tones, run by two brothers, one in the kitchen and the other in charge of the front of house, who continue the family tradition in these new premises. Mostly ...",Air conditioning,"amex, dinersclub, mastercard, visa",+39 0733 634608,43.2297161,13.1766876,19:30-22:30,"12:15-14:30, 19:30-22:30",closed,"12:15-14:30, 19:30-22:30","12:15-14:30, 19:30-22:30","12:15-14:30, 19:30-22:30",12:15-14:30,https://guide.michelin.com/en/marche/san-severino-marche/restaurant/cavallini
Lucenti – Montefiorino - a MICHELIN Guide Restaurant,via Mazzini 38,Montefiorino,41045,ITA,€,"Emilian, Traditional Cuisine","This small, family - run restaurant furnished in warm, pastel shades offers a traditional setting in which to enjoy local cuisine. The dishes served in the younger, more informal Enoteca are even ...",Great view,"amex, maestrocard, mastercard, visa",+39 0536 965122,44.3579699,10.6217840,closed,closed,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,https://guide.michelin.com/en/emilia-romagna/montefiorino/restaurant/lucenti
L'Ottava Nota – Palermo - a MICHELIN Guide Restaurant,via Butera 55,Palermo,90133,ITA,€€,"Sicilian, Creative","This is one of those bright, pretty and modern restaurants that are very much in fashion nowadays. The cuisine is strongly linked to the region with fish dishes to the fore presented in an ...","Air conditioning, Restaurant offering vegetarian menus, Terrace","amex, maestrocard, mastercard, visa",+39 091 616 8601,38.1177400,13.3716840,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,19:30-23:00,closed,https://guide.michelin.com/en/sicilia/palermo/restaurant/l-ottava-nota
Gibas – Pesaro - a MICHELIN Guide Restaurant,strada Panoramica Adriatica,Pesaro,61121,ITA,€€,"Seafood, Italian",This modern restaurant stands on the road that heads north from the town. It boasts panoramic views of the sea that can be enjoyed from the deck in summer. Contemporary - style fish dishes ...,"Car park, Great view, Terrace","mastercard, visa",+39 0721 405344,43.9275954,12.8772710,"12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30",closed,"12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30","12:00-14:30, 19:30-22:30",https://guide.michelin.com/en/marche/pesaro/restaurant/gibas
Il Faggio – Pollone - a MICHELIN Guide Restaurant,via Oremo 54,Pollone,13814,ITA,€€,Modern Cuisine,An elegant dining room with large windows and classic decor provides the setting for modern Mediterranean meat and fish dishes. The wine list features a good selection of labels from the region ...,Car park,"amex, mastercard, visa",+39 015 61252,45.5823083,8.0055232,closed,closed,"12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00","12:15-14:00, 19:30-22:00",https://guide.michelin.com/en/piemonte/pollone/restaurant/il-faggio
Antiche Mura – Riva del Garda - a MICHELIN Guide Restaurant,via Bastione 19,Riva del Garda,38066,ITA,€€,Italian Contemporary,"At Antiche Mura, savour contemporary cuisine that takes its inspiration and ingredients from both the land and sea, as well as the passing seasons. Situated behind the historic centre, the ...","Air conditioning, Terrace","mastercard, visa",+39 0464 556063,45.8869970,10.8385880,NA,NA,NA,NA,NA,NA,NA,https://guide.michelin.com/en/trentino-alto-adige/riva-del-garda/restaurant/antiche-mura
Trattoria da Marino – Serravalle Pistoiese - a MICHELIN Guide Restaurant,"via Provinciale Lucchese 102, loc. Ponte di Serravalle",Serravalle Pistoiese,51030,ITA,€€,"Tuscan, Traditional Cuisine","In business for a century, this simple yet successful trattoria serves traditional Tuscan cuisine, with specialities such as ribollita stew and rabbit casserole on the menu. There’s just one ...","Car park, Terrace","mastercard, visa",+39 0573 51042,43.8969441,10.8219738,"12:00-15:00, 19:00-23:00",closed,"12:00-15:00, 19:00-23:00","12:00-15:00, 19:00-23:00","12:00-15:00, 19:00-23:00","12:00-15:00, 19:00-23:00","12:00-15:00, 19:00-23:00",https://guide.michelin.com/en/toscana/serravalle-pistoiese/restaurant/trattoria-da-marino
Scannabue Caffè Restaurant – Turin - a MICHELIN Guide Restaurant,largo Saluzzo 25/h,Turin,10125,ITA,€,Country cooking,"This local restaurant is decorated in vintage style with books, furnishings and decor all evoking the early 20C. The cuisine is regional in flavour and includes some surprising technical touches –...","Air conditioning, Terrace","mastercard, visa",+39 011 669 6693,45.0583351,7.6789861,"12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30","12:15-14:15, 19:30-22:30",https://guide.michelin.com/en/piemonte/torino/restaurant/scannabue-caffe-restaurant
